assessment_name,url,remote_support,adaptive_support,duration,test_type,description
Data Modelling Skills Test,https://www.shl.com/solutions/products/assessments/data-modelling-skills-test/,Yes,No,30,Knowledge & Skills,Tests proficiency with Data Modelling for business analytics and reporting.
ETL Processes Skills Test,https://www.shl.com/solutions/products/assessments/etl-processes-skills-test/,Yes,No,30,Knowledge & Skills,Tests proficiency with ETL Processes for business analytics and reporting.
Microsoft Word (Basic),https://www.shl.com/solutions/products/assessments/microsoft-word-basic/,Yes,No,15,Knowledge & Skills,Basic-level proficiency test for Microsoft Word.
Microsoft Word (Intermediate),https://www.shl.com/solutions/products/assessments/microsoft-word-intermediate/,Yes,No,25,Knowledge & Skills,Intermediate-level proficiency test for Microsoft Word.
Microsoft Word (Advanced),https://www.shl.com/solutions/products/assessments/microsoft-word-advanced/,Yes,No,35,Knowledge & Skills,Advanced-level proficiency test for Microsoft Word.
Microsoft Excel (Basic),https://www.shl.com/solutions/products/assessments/microsoft-excel-basic/,Yes,No,15,Knowledge & Skills,Basic-level proficiency test for Microsoft Excel.
Microsoft Excel (Intermediate),https://www.shl.com/solutions/products/assessments/microsoft-excel-intermediate/,Yes,No,25,Knowledge & Skills,Intermediate-level proficiency test for Microsoft Excel.
Microsoft Excel (Advanced),https://www.shl.com/solutions/products/assessments/microsoft-excel-advanced/,Yes,No,35,Knowledge & Skills,Advanced-level proficiency test for Microsoft Excel.
Microsoft PowerPoint (Basic),https://www.shl.com/solutions/products/assessments/microsoft-powerpoint-basic/,Yes,No,15,Knowledge & Skills,Basic-level proficiency test for Microsoft PowerPoint.
Microsoft PowerPoint (Intermediate),https://www.shl.com/solutions/products/assessments/microsoft-powerpoint-intermediate/,Yes,No,25,Knowledge & Skills,Intermediate-level proficiency test for Microsoft PowerPoint.
Microsoft PowerPoint (Advanced),https://www.shl.com/solutions/products/assessments/microsoft-powerpoint-advanced/,Yes,No,35,Knowledge & Skills,Advanced-level proficiency test for Microsoft PowerPoint.
Microsoft Outlook (Basic),https://www.shl.com/solutions/products/assessments/microsoft-outlook-basic/,Yes,No,15,Knowledge & Skills,Basic-level proficiency test for Microsoft Outlook.
Microsoft Outlook (Intermediate),https://www.shl.com/solutions/products/assessments/microsoft-outlook-intermediate/,Yes,No,25,Knowledge & Skills,Intermediate-level proficiency test for Microsoft Outlook.
Microsoft Outlook (Advanced),https://www.shl.com/solutions/products/assessments/microsoft-outlook-advanced/,Yes,No,35,Knowledge & Skills,Advanced-level proficiency test for Microsoft Outlook.
Microsoft Access (Basic),https://www.shl.com/solutions/products/assessments/microsoft-access-basic/,Yes,No,15,Knowledge & Skills,Basic-level proficiency test for Microsoft Access.
Microsoft Access (Intermediate),https://www.shl.com/solutions/products/assessments/microsoft-access-intermediate/,Yes,No,25,Knowledge & Skills,Intermediate-level proficiency test for Microsoft Access.
Microsoft Access (Advanced),https://www.shl.com/solutions/products/assessments/microsoft-access-advanced/,Yes,No,35,Knowledge & Skills,Advanced-level proficiency test for Microsoft Access.
React Developer Assessment,https://www.shl.com/solutions/products/assessments/react-developer-assessment/,Yes,No,40,Knowledge & Skills,Evaluates practical development skills with React framework.
Angular Developer Assessment,https://www.shl.com/solutions/products/assessments/angular-developer-assessment/,Yes,No,40,Knowledge & Skills,Evaluates practical development skills with Angular framework.
Vue.js Developer Assessment,https://www.shl.com/solutions/products/assessments/vue-js-developer-assessment/,Yes,No,40,Knowledge & Skills,Evaluates practical development skills with Vue.js framework.
Node.js Developer Assessment,https://www.shl.com/solutions/products/assessments/node-js-developer-assessment/,Yes,No,40,Knowledge & Skills,Evaluates practical development skills with Node.js framework.
Django Developer Assessment,https://www.shl.com/solutions/products/assessments/django-developer-assessment/,Yes,No,40,Knowledge & Skills,Evaluates practical development skills with Django framework.
Spring Boot Developer Assessment,https://www.shl.com/solutions/products/assessments/spring-boot-developer-assessment/,Yes,No,40,Knowledge & Skills,Evaluates practical development skills with Spring Boot framework.
ASP.NET Developer Assessment,https://www.shl.com/solutions/products/assessments/asp-net-developer-assessment/,Yes,No,40,Knowledge & Skills,Evaluates practical development skills with ASP.NET framework.
Ruby on Rails Developer Assessment,https://www.shl.com/solutions/products/assessments/ruby-on-rails-developer-assessment/,Yes,No,40,Knowledge & Skills,Evaluates practical development skills with Ruby on Rails framework.
Laravel Developer Assessment,https://www.shl.com/solutions/products/assessments/laravel-developer-assessment/,Yes,No,40,Knowledge & Skills,Evaluates practical development skills with Laravel framework.
Flask Developer Assessment,https://www.shl.com/solutions/products/assessments/flask-developer-assessment/,Yes,No,40,Knowledge & Skills,Evaluates practical development skills with Flask framework.
Machine Learning Fundamentals Assessment,https://www.shl.com/solutions/products/assessments/machine-learning-fundamentals-assessment/,Yes,No,45,Knowledge & Skills,Tests theoretical understanding and applied skills in Machine Learning Fundamentals.
Deep Learning & Neural Networks Assessment,https://www.shl.com/solutions/products/assessments/deep-learning-neural-networks-assessment/,Yes,No,45,Knowledge & Skills,Tests theoretical understanding and applied skills in Deep Learning & Neural Networks.
Natural Language Processing Assessment,https://www.shl.com/solutions/products/assessments/natural-language-processing-assessment/,Yes,No,45,Knowledge & Skills,Tests theoretical understanding and applied skills in Natural Language Processing.
Computer Vision Assessment,https://www.shl.com/solutions/products/assessments/computer-vision-assessment/,Yes,No,45,Knowledge & Skills,Tests theoretical understanding and applied skills in Computer Vision.
Statistical Analysis Assessment,https://www.shl.com/solutions/products/assessments/statistical-analysis-assessment/,Yes,No,45,Knowledge & Skills,Tests theoretical understanding and applied skills in Statistical Analysis.
Feature Engineering Assessment,https://www.shl.com/solutions/products/assessments/feature-engineering-assessment/,Yes,No,45,Knowledge & Skills,Tests theoretical understanding and applied skills in Feature Engineering.
Model Deployment & MLOps Assessment,https://www.shl.com/solutions/products/assessments/model-deployment-mlops-assessment/,Yes,No,45,Knowledge & Skills,Tests theoretical understanding and applied skills in Model Deployment & MLOps.
A/B Testing & Experimentation Assessment,https://www.shl.com/solutions/products/assessments/a-b-testing-experimentation-assessment/,Yes,No,45,Knowledge & Skills,Tests theoretical understanding and applied skills in A/B Testing & Experimentation.
Cybersecurity Fundamentals Test,https://www.shl.com/solutions/products/assessments/cybersecurity-fundamentals-test/,Yes,No,35,Knowledge & Skills,Assesses knowledge and practical skills in Cybersecurity Fundamentals.
Network Security Test,https://www.shl.com/solutions/products/assessments/network-security-test/,Yes,No,35,Knowledge & Skills,Assesses knowledge and practical skills in Network Security.
Application Security Test,https://www.shl.com/solutions/products/assessments/application-security-test/,Yes,No,35,Knowledge & Skills,Assesses knowledge and practical skills in Application Security.
Penetration Testing Test,https://www.shl.com/solutions/products/assessments/penetration-testing-test/,Yes,No,35,Knowledge & Skills,Assesses knowledge and practical skills in Penetration Testing.
Cloud Security Test,https://www.shl.com/solutions/products/assessments/cloud-security-test/,Yes,No,35,Knowledge & Skills,Assesses knowledge and practical skills in Cloud Security.
OWASP Top 10 Test,https://www.shl.com/solutions/products/assessments/owasp-top-10-test/,Yes,No,35,Knowledge & Skills,Assesses knowledge and practical skills in OWASP Top 10.
Incident Response Test,https://www.shl.com/solutions/products/assessments/incident-response-test/,Yes,No,35,Knowledge & Skills,Assesses knowledge and practical skills in Incident Response.
Security Compliance Test,https://www.shl.com/solutions/products/assessments/security-compliance-test/,Yes,No,35,Knowledge & Skills,Assesses knowledge and practical skills in Security Compliance.
Typing Speed & Accuracy Test,https://www.shl.com/solutions/products/assessments/typing-speed-accuracy-test/,Yes,No,10,Knowledge & Skills,Measures typing speed (WPM) and error rate.
Data Entry Accuracy Test,https://www.shl.com/solutions/products/assessments/data-entry-accuracy-test/,Yes,No,10,Knowledge & Skills,Evaluates speed and precision in alpha-numeric data entry.
10-Key Numeric Keypad Test,https://www.shl.com/solutions/products/assessments/10-key-numeric-keypad-test/,Yes,No,8,Knowledge & Skills,Tests proficiency and speed with the numeric keypad.
Inbox Simulation - Manager,https://www.shl.com/solutions/products/assessments/inbox-simulation-manager/,Yes,No,30,Simulation,Role-play simulation managing an executive email inbox under time pressure.
Inbox Simulation - Graduate,https://www.shl.com/solutions/products/assessments/inbox-simulation-graduate/,Yes,No,25,Simulation,Entry-level inbox exercise testing prioritisation and communication.
Analysis Exercise,https://www.shl.com/solutions/products/assessments/analysis-exercise/,Yes,No,35,Simulation,Data analysis and report-writing simulation with business scenario.
Presentation Exercise,https://www.shl.com/solutions/products/assessments/presentation-exercise/,Yes,No,20,Simulation,Prepare and deliver a presentation on a business case topic.
Case Study Simulation,https://www.shl.com/solutions/products/assessments/case-study-simulation/,Yes,No,40,Simulation,Comprehensive case analysis requiring strategic recommendations.
Group Discussion Exercise,https://www.shl.com/solutions/products/assessments/group-discussion-exercise/,Yes,No,30,Simulation,Observed group discussion testing collaboration and influence.
Role Play - Customer Complaint,https://www.shl.com/solutions/products/assessments/role-play-customer-complaint/,Yes,No,15,Simulation,Simulated customer interaction resolving a service complaint.
Role Play - Coaching Conversation,https://www.shl.com/solutions/products/assessments/role-play-coaching-conversation/,Yes,No,15,Simulation,Simulated coaching discussion with a direct report.
Planning & Scheduling Exercise,https://www.shl.com/solutions/products/assessments/planning-scheduling-exercise/,Yes,No,25,Simulation,Logistical planning simulation under resource constraints.
Fact-Finding Exercise,https://www.shl.com/solutions/products/assessments/fact-finding-exercise/,Yes,No,20,Simulation,Information-gathering simulation requiring structured questioning.
Written Report Exercise,https://www.shl.com/solutions/products/assessments/written-report-exercise/,Yes,No,30,Simulation,Produces a written analysis from a supplied data pack.
Budget Allocation Exercise,https://www.shl.com/solutions/products/assessments/budget-allocation-exercise/,Yes,No,25,Simulation,Financial planning exercise with competing priorities.
Crisis Management Simulation,https://www.shl.com/solutions/products/assessments/crisis-management-simulation/,Yes,No,30,Simulation,Scenario-based exercise managing an unfolding crisis.
Virtual Assessment Centre - Manager,https://www.shl.com/solutions/products/assessments/virtual-assessment-centre-manager/,Yes,No,60,Simulation,Multi-exercise virtual AC for managerial selection.
Virtual Assessment Centre - Graduate,https://www.shl.com/solutions/products/assessments/virtual-assessment-centre-graduate/,Yes,No,45,Simulation,Multi-exercise virtual AC for graduate schemes.
Negotiation Simulation,https://www.shl.com/solutions/products/assessments/negotiation-simulation/,Yes,No,20,Simulation,Interactive negotiation exercise testing persuasion and compromise.
Customer Contact Simulation,https://www.shl.com/solutions/products/assessments/customer-contact-simulation/,Yes,No,15,Simulation,Simulated live-chat customer-service interaction.
Project Prioritisation Exercise,https://www.shl.com/solutions/products/assessments/project-prioritisation-exercise/,Yes,No,25,Simulation,Multiple-project triage simulation under time constraints.
In-Tray Exercise (Proctored),https://www.shl.com/solutions/products/assessments/in-tray-exercise-proctored/,No,No,40,Simulation,Paper-based in-tray exercise under exam conditions.
Competency-Based Interview Simulation,https://www.shl.com/solutions/products/assessments/competency-based-interview-simulation/,No,No,30,Simulation,Structured interview simulation with live assessor.
Biodata Questionnaire - Graduate,https://www.shl.com/solutions/products/assessments/biodata-questionnaire-graduate/,Yes,No,15,Biodata & Interview,Biographical data questionnaire predicting graduate job success.
Biodata Questionnaire - Sales,https://www.shl.com/solutions/products/assessments/biodata-questionnaire-sales/,Yes,No,15,Biodata & Interview,Biodata instrument validated for sales performance prediction.
Biodata Questionnaire - Customer Service,https://www.shl.com/solutions/products/assessments/biodata-questionnaire-customer-service/,Yes,No,12,Biodata & Interview,Biographical questionnaire for contact-centre hiring.
Structured Interview Guide - Manager,https://www.shl.com/solutions/products/assessments/structured-interview-guide-manager/,Yes,No,0,Biodata & Interview,Competency-based interview question bank for managerial roles.
Structured Interview Guide - Technical,https://www.shl.com/solutions/products/assessments/structured-interview-guide-technical/,Yes,No,0,Biodata & Interview,Technical interview framework with scoring rubrics.
Structured Interview Guide - Graduate,https://www.shl.com/solutions/products/assessments/structured-interview-guide-graduate/,Yes,No,0,Biodata & Interview,Competency interview framework for graduate recruitment.
Video Interview Scoring Framework,https://www.shl.com/solutions/products/assessments/video-interview-scoring-framework/,Yes,No,0,Biodata & Interview,Standardised scoring for asynchronous video interviews.
Universal Competency Framework Assessment,https://www.shl.com/solutions/products/assessments/universal-competency-framework-assessment/,Yes,No,25,Development & 360,Measures performance against SHL's universal competency model.
360 Feedback - Leadership,https://www.shl.com/solutions/products/assessments/360-feedback-leadership/,Yes,No,0,Development & 360,Multi-rater leadership feedback covering 12 competency areas.
360 Feedback - Manager,https://www.shl.com/solutions/products/assessments/360-feedback-manager/,Yes,No,0,Development & 360,Multi-rater feedback instrument for first and mid-level managers.
360 Feedback - Individual Contributor,https://www.shl.com/solutions/products/assessments/360-feedback-individual-contributor/,Yes,No,0,Development & 360,Multi-rater feedback for non-managerial professionals.
High Potential Identification,https://www.shl.com/solutions/products/assessments/high-potential-identification/,Yes,No,20,Development & 360,Assessment battery identifying high-potential talent.
Succession Planning Assessment,https://www.shl.com/solutions/products/assessments/succession-planning-assessment/,Yes,No,25,Development & 360,Evaluates readiness for next-level leadership roles.
Change Readiness Assessment,https://www.shl.com/solutions/products/assessments/change-readiness-assessment/,Yes,No,15,Development & 360,Measures adaptability and readiness for organisational change.
Learning Agility Assessment,https://www.shl.com/solutions/products/assessments/learning-agility-assessment/,Yes,No,15,Development & 360,Evaluates speed of acquiring new skills and adapting.
Career Development Assessment,https://www.shl.com/solutions/products/assessments/career-development-assessment/,Yes,No,20,Development & 360,"Identifies strengths, development areas, and career interests."
Competency Gap Analysis,https://www.shl.com/solutions/products/assessments/competency-gap-analysis/,Yes,No,25,Development & 360,Maps current competencies against target-role requirements.
Financial Accounting Knowledge,https://www.shl.com/solutions/products/assessments/financial-accounting-knowledge/,Yes,No,30,Job Knowledge,Tests GAAP/IFRS accounting standards and financial statement analysis.
Banking Operations Knowledge,https://www.shl.com/solutions/products/assessments/banking-operations-knowledge/,Yes,No,25,Job Knowledge,Validates knowledge of retail and commercial banking processes.
Insurance Domain Knowledge,https://www.shl.com/solutions/products/assessments/insurance-domain-knowledge/,Yes,No,25,Job Knowledge,"Tests understanding of underwriting, claims, and regulatory concepts."
Healthcare Compliance Knowledge,https://www.shl.com/solutions/products/assessments/healthcare-compliance-knowledge/,Yes,No,25,Job Knowledge,"Assesses HIPAA, patient safety, and healthcare regulation knowledge."
Pharmaceutical Knowledge,https://www.shl.com/solutions/products/assessments/pharmaceutical-knowledge/,Yes,No,30,Job Knowledge,"Tests drug development, GMP, and regulatory affairs understanding."
Supply Chain Management Knowledge,https://www.shl.com/solutions/products/assessments/supply-chain-management-knowledge/,Yes,No,25,Job Knowledge,"Evaluates logistics, procurement, and inventory management."
HR & Employment Law Knowledge,https://www.shl.com/solutions/products/assessments/hr-employment-law-knowledge/,Yes,No,25,Job Knowledge,"Tests knowledge of labour law, HR policies, and compliance."
Marketing Fundamentals,https://www.shl.com/solutions/products/assessments/marketing-fundamentals/,Yes,No,20,Job Knowledge,"Assesses marketing strategy, branding, and digital marketing knowledge."
Digital Marketing Assessment,https://www.shl.com/solutions/products/assessments/digital-marketing-assessment/,Yes,No,25,Job Knowledge,"Tests SEO, SEM, social media, and analytics proficiency."
Project Management (PMP/PRINCE2),https://www.shl.com/solutions/products/assessments/project-management-pmp-prince2/,Yes,No,30,Job Knowledge,Validates project management methodology and terminology.
Agile & Scrum Knowledge,https://www.shl.com/solutions/products/assessments/agile-scrum-knowledge/,Yes,No,20,Job Knowledge,"Tests Agile principles, Scrum framework, and Sprint planning."
ITIL Foundations Knowledge,https://www.shl.com/solutions/products/assessments/itil-foundations-knowledge/,Yes,No,25,Job Knowledge,Assesses IT service management concepts and best practices.
Six Sigma Knowledge,https://www.shl.com/solutions/products/assessments/six-sigma-knowledge/,Yes,No,25,Job Knowledge,Tests process improvement methodology and statistical tools.
Lean Manufacturing Knowledge,https://www.shl.com/solutions/products/assessments/lean-manufacturing-knowledge/,Yes,No,20,Job Knowledge,Evaluates lean principles and waste-reduction techniques.
Real Estate Knowledge,https://www.shl.com/solutions/products/assessments/real-estate-knowledge/,Yes,No,25,Job Knowledge,"Tests property valuation, regulations, and market analysis."
Legal Knowledge - Contract Law,https://www.shl.com/solutions/products/assessments/legal-knowledge-contract-law/,Yes,No,30,Job Knowledge,Assesses understanding of contract formation and dispute resolution.
Telecommunications Knowledge,https://www.shl.com/solutions/products/assessments/telecommunications-knowledge/,Yes,No,25,Job Knowledge,"Tests networking protocols, 5G, and telecom infrastructure."
Automotive Engineering Knowledge,https://www.shl.com/solutions/products/assessments/automotive-engineering-knowledge/,Yes,No,30,Job Knowledge,"Evaluates automotive systems, diagnostics, and safety standards."
Environmental Compliance Knowledge,https://www.shl.com/solutions/products/assessments/environmental-compliance-knowledge/,Yes,No,20,Job Knowledge,"Tests environmental regulations, sustainability, and auditing."
Retail Operations Knowledge,https://www.shl.com/solutions/products/assessments/retail-operations-knowledge/,Yes,No,20,Job Knowledge,"Assesses inventory management, POS systems, and merchandising."
English Language Proficiency,https://www.shl.com/solutions/products/assessments/english-language-proficiency/,Yes,No,25,Language,"Standardised proficiency test for English covering reading, writing, and comprehension."
French Language Proficiency,https://www.shl.com/solutions/products/assessments/french-language-proficiency/,Yes,No,25,Language,"Standardised proficiency test for French covering reading, writing, and comprehension."
German Language Proficiency,https://www.shl.com/solutions/products/assessments/german-language-proficiency/,Yes,No,25,Language,"Standardised proficiency test for German covering reading, writing, and comprehension."
Spanish Language Proficiency,https://www.shl.com/solutions/products/assessments/spanish-language-proficiency/,Yes,No,25,Language,"Standardised proficiency test for Spanish covering reading, writing, and comprehension."
Mandarin Language Proficiency,https://www.shl.com/solutions/products/assessments/mandarin-language-proficiency/,Yes,No,25,Language,"Standardised proficiency test for Mandarin covering reading, writing, and comprehension."
Japanese Language Proficiency,https://www.shl.com/solutions/products/assessments/japanese-language-proficiency/,Yes,No,25,Language,"Standardised proficiency test for Japanese covering reading, writing, and comprehension."
Portuguese Language Proficiency,https://www.shl.com/solutions/products/assessments/portuguese-language-proficiency/,Yes,No,25,Language,"Standardised proficiency test for Portuguese covering reading, writing, and comprehension."
Arabic Language Proficiency,https://www.shl.com/solutions/products/assessments/arabic-language-proficiency/,Yes,No,25,Language,"Standardised proficiency test for Arabic covering reading, writing, and comprehension."
Hindi Language Proficiency,https://www.shl.com/solutions/products/assessments/hindi-language-proficiency/,Yes,No,25,Language,"Standardised proficiency test for Hindi covering reading, writing, and comprehension."
Dutch Language Proficiency,https://www.shl.com/solutions/products/assessments/dutch-language-proficiency/,Yes,No,25,Language,"Standardised proficiency test for Dutch covering reading, writing, and comprehension."
Business English Communication,https://www.shl.com/solutions/products/assessments/business-english-communication/,Yes,No,20,Language,"Tests professional English for emails, reports, and presentations."
Technical Writing Assessment,https://www.shl.com/solutions/products/assessments/technical-writing-assessment/,Yes,No,25,Language,Evaluates ability to produce clear technical documentation.
Call Centre English Fluency,https://www.shl.com/solutions/products/assessments/call-centre-english-fluency/,Yes,No,15,Language,Assesses spoken and written English for contact-centre roles.
Adaptive Numerical Reasoning (Graduate),https://www.shl.com/solutions/products/assessments/adaptive-numerical-reasoning-graduate/,Yes,Yes,20,Cognitive,Adaptive numerical reasoning calibrated for graduate difficulty.
Adaptive Verbal Reasoning (Graduate),https://www.shl.com/solutions/products/assessments/adaptive-verbal-reasoning-graduate/,Yes,Yes,20,Cognitive,Adaptive verbal reasoning calibrated for graduate difficulty.
Adaptive Inductive Reasoning (Graduate),https://www.shl.com/solutions/products/assessments/adaptive-inductive-reasoning-graduate/,Yes,Yes,22,Cognitive,Adaptive inductive reasoning calibrated for graduate difficulty.
Adaptive Numerical Reasoning (Professional),https://www.shl.com/solutions/products/assessments/adaptive-numerical-reasoning-professional/,Yes,Yes,20,Cognitive,Adaptive numerical reasoning calibrated for professional difficulty.
Adaptive Verbal Reasoning (Professional),https://www.shl.com/solutions/products/assessments/adaptive-verbal-reasoning-professional/,Yes,Yes,20,Cognitive,Adaptive verbal reasoning calibrated for professional difficulty.
Adaptive Inductive Reasoning (Professional),https://www.shl.com/solutions/products/assessments/adaptive-inductive-reasoning-professional/,Yes,Yes,22,Cognitive,Adaptive inductive reasoning calibrated for professional difficulty.
Adaptive Numerical Reasoning (Executive),https://www.shl.com/solutions/products/assessments/adaptive-numerical-reasoning-executive/,Yes,Yes,20,Cognitive,Adaptive numerical reasoning calibrated for executive difficulty.
Adaptive Verbal Reasoning (Executive),https://www.shl.com/solutions/products/assessments/adaptive-verbal-reasoning-executive/,Yes,Yes,20,Cognitive,Adaptive verbal reasoning calibrated for executive difficulty.
Adaptive Inductive Reasoning (Executive),https://www.shl.com/solutions/products/assessments/adaptive-inductive-reasoning-executive/,Yes,Yes,22,Cognitive,Adaptive inductive reasoning calibrated for executive difficulty.
Visual Perception Test,https://www.shl.com/solutions/products/assessments/visual-perception-test/,Yes,No,12,Cognitive,Measures ability to perceive and compare visual patterns quickly.
Attention to Detail - Numeric,https://www.shl.com/solutions/products/assessments/attention-to-detail-numeric/,Yes,No,10,Cognitive,Tests precision in detecting numeric discrepancies and errors.
Attention to Detail - Verbal,https://www.shl.com/solutions/products/assessments/attention-to-detail-verbal/,Yes,No,10,Cognitive,"Tests precision in detecting spelling, grammar, and terminology errors."
Systems Thinking Assessment,https://www.shl.com/solutions/products/assessments/systems-thinking-assessment/,Yes,No,25,Cognitive,Evaluates ability to understand complex interdependent systems.
Strategic Reasoning Assessment,https://www.shl.com/solutions/products/assessments/strategic-reasoning-assessment/,Yes,No,30,Cognitive,Tests high-level strategic thinking and business acumen.
Quantitative Problem Solving,https://www.shl.com/solutions/products/assessments/quantitative-problem-solving/,Yes,No,25,Cognitive,Complex mathematical and statistical problem-solving tasks.
Manual Testing Fundamentals Assessment,https://www.shl.com/solutions/products/assessments/manual-testing-fundamentals-assessment/,Yes,No,35,Knowledge & Skills,Evaluates proficiency in Manual Testing Fundamentals methodologies and tools.
Selenium Automation Assessment,https://www.shl.com/solutions/products/assessments/selenium-automation-assessment/,Yes,No,35,Knowledge & Skills,Evaluates proficiency in Selenium Automation methodologies and tools.
API Testing (Postman) Assessment,https://www.shl.com/solutions/products/assessments/api-testing-postman-assessment/,Yes,No,35,Knowledge & Skills,Evaluates proficiency in API Testing (Postman) methodologies and tools.
Performance Testing (JMeter) Assessment,https://www.shl.com/solutions/products/assessments/performance-testing-jmeter-assessment/,Yes,No,35,Knowledge & Skills,Evaluates proficiency in Performance Testing (JMeter) methodologies and tools.
Mobile App Testing Assessment,https://www.shl.com/solutions/products/assessments/mobile-app-testing-assessment/,Yes,No,35,Knowledge & Skills,Evaluates proficiency in Mobile App Testing methodologies and tools.
iOS Development (Swift) Assessment,https://www.shl.com/solutions/products/assessments/ios-development-swift-assessment/,Yes,No,40,Knowledge & Skills,Tests practical development skills in iOS Development (Swift).
Android Development (Kotlin) Assessment,https://www.shl.com/solutions/products/assessments/android-development-kotlin-assessment/,Yes,No,40,Knowledge & Skills,Tests practical development skills in Android Development (Kotlin).
React Native Assessment,https://www.shl.com/solutions/products/assessments/react-native-assessment/,Yes,No,40,Knowledge & Skills,Tests practical development skills in React Native.
Flutter Assessment,https://www.shl.com/solutions/products/assessments/flutter-assessment/,Yes,No,40,Knowledge & Skills,Tests practical development skills in Flutter.
Xamarin Assessment,https://www.shl.com/solutions/products/assessments/xamarin-assessment/,Yes,No,40,Knowledge & Skills,Tests practical development skills in Xamarin.
Apache Spark Assessment,https://www.shl.com/solutions/products/assessments/apache-spark-assessment/,Yes,No,40,Knowledge & Skills,Validates knowledge and practical skills in Apache Spark.
Apache Kafka Assessment,https://www.shl.com/solutions/products/assessments/apache-kafka-assessment/,Yes,No,40,Knowledge & Skills,Validates knowledge and practical skills in Apache Kafka.
Hadoop Ecosystem Assessment,https://www.shl.com/solutions/products/assessments/hadoop-ecosystem-assessment/,Yes,No,40,Knowledge & Skills,Validates knowledge and practical skills in Hadoop Ecosystem.
Snowflake Data Warehouse Assessment,https://www.shl.com/solutions/products/assessments/snowflake-data-warehouse-assessment/,Yes,No,40,Knowledge & Skills,Validates knowledge and practical skills in Snowflake Data Warehouse.
dbt (Data Build Tool) Assessment,https://www.shl.com/solutions/products/assessments/dbt-data-build-tool-assessment/,Yes,No,40,Knowledge & Skills,Validates knowledge and practical skills in dbt (Data Build Tool).
Airflow Pipeline Design Assessment,https://www.shl.com/solutions/products/assessments/airflow-pipeline-design-assessment/,Yes,No,40,Knowledge & Skills,Validates knowledge and practical skills in Airflow Pipeline Design.
Cisco Networking (CCNA) Assessment,https://www.shl.com/solutions/products/assessments/cisco-networking-ccna-assessment/,Yes,No,35,Knowledge & Skills,Tests theoretical and applied knowledge in Cisco Networking (CCNA).
Network Troubleshooting Assessment,https://www.shl.com/solutions/products/assessments/network-troubleshooting-assessment/,Yes,No,35,Knowledge & Skills,Tests theoretical and applied knowledge in Network Troubleshooting.
Windows Server Administration Assessment,https://www.shl.com/solutions/products/assessments/windows-server-administration-assessment/,Yes,No,35,Knowledge & Skills,Tests theoretical and applied knowledge in Windows Server Administration.
VMware Virtualisation Assessment,https://www.shl.com/solutions/products/assessments/vmware-virtualisation-assessment/,Yes,No,35,Knowledge & Skills,Tests theoretical and applied knowledge in VMware Virtualisation.
Load Balancing & CDN Assessment,https://www.shl.com/solutions/products/assessments/load-balancing-cdn-assessment/,Yes,No,35,Knowledge & Skills,Tests theoretical and applied knowledge in Load Balancing & CDN.
Figma UI Design Assessment,https://www.shl.com/solutions/products/assessments/figma-ui-design-assessment/,Yes,No,30,Knowledge & Skills,Evaluates proficiency with Figma UI Design.
Adobe Photoshop Assessment,https://www.shl.com/solutions/products/assessments/adobe-photoshop-assessment/,Yes,No,30,Knowledge & Skills,Evaluates proficiency with Adobe Photoshop.
Adobe Illustrator Assessment,https://www.shl.com/solutions/products/assessments/adobe-illustrator-assessment/,Yes,No,30,Knowledge & Skills,Evaluates proficiency with Adobe Illustrator.
UX Research Methods Assessment,https://www.shl.com/solutions/products/assessments/ux-research-methods-assessment/,Yes,No,30,Knowledge & Skills,Evaluates proficiency with UX Research Methods.
Accessibility (WCAG) Compliance Assessment,https://www.shl.com/solutions/products/assessments/accessibility-wcag-compliance-assessment/,Yes,No,30,Knowledge & Skills,Evaluates proficiency with Accessibility (WCAG) Compliance.
Business Requirements Analysis Assessment,https://www.shl.com/solutions/products/assessments/business-requirements-analysis-assessment/,Yes,No,25,Knowledge & Skills,Tests knowledge and application of Business Requirements Analysis.
Process Mapping (BPMN) Assessment,https://www.shl.com/solutions/products/assessments/process-mapping-bpmn-assessment/,Yes,No,25,Knowledge & Skills,Tests knowledge and application of Process Mapping (BPMN).
Stakeholder Management Assessment,https://www.shl.com/solutions/products/assessments/stakeholder-management-assessment/,Yes,No,25,Knowledge & Skills,Tests knowledge and application of Stakeholder Management.
User Story Writing Assessment,https://www.shl.com/solutions/products/assessments/user-story-writing-assessment/,Yes,No,25,Knowledge & Skills,Tests knowledge and application of User Story Writing.
Data Visualisation Best Practices Assessment,https://www.shl.com/solutions/products/assessments/data-visualisation-best-practices-assessment/,Yes,No,25,Knowledge & Skills,Tests knowledge and application of Data Visualisation Best Practices.
Big Five – Conscientiousness Assessment,https://www.shl.com/solutions/products/assessments/big-five-conscientiousness-assessment/,Yes,No,8,Personality,Focused assessment of conscientiousness personality dimension.
Big Five – Extraversion Assessment,https://www.shl.com/solutions/products/assessments/big-five-extraversion-assessment/,Yes,No,8,Personality,Focused assessment of extraversion personality dimension.
Big Five – Agreeableness Assessment,https://www.shl.com/solutions/products/assessments/big-five-agreeableness-assessment/,Yes,No,8,Personality,Focused assessment of agreeableness personality dimension.
Big Five – Openness to Experience Assessment,https://www.shl.com/solutions/products/assessments/big-five-openness-to-experience-assessment/,Yes,No,8,Personality,Focused assessment of openness to experience personality dimension.
